俯仰/度,滚转/度,滚转/度.1,航向/度,航向/度.1,航向/度.2,航向/度.3,无线电高度高位/FT,无线电高度低位/FT,计算空速/KT,计算空速/KT.1,计算空速/KT.2,计算空速/KT.3,垂直速度/KT,马赫数,风速/KT,左攻角/DEG,右攻角/DEG,气压高度高位/FT,气压高度低位/FT,时,分,秒,推力扭矩,襟翼手柄位置/度,左襟翼/度,右襟翼/度,目标空速/KT,选择空速/KT,VOR频率/MHZ,燃油量/LBS,排气温度/DEG C
0.0,0.0,0.0,251.015625,251.015625,251.015625,251.015625,2048,2046,45.0,45.0,45.0,45.0,0,0.15,74.5,173.49609375,176.8359375,130560,613,0,0,0,0.0,41.484375,114.2578125,114.609375,149.0,149.0,61.6,0,25.25
127.9375,127.9375,0.0,251.015625,251.015625,251.015625,251.015625,2048,2046,45.0,45.0,45.0,45.0,0,0.15,75.0,173.49609375,176.8359375,130560,613,0,0,0,63.75,41.484375,114.2578125,114.609375,149.0,149.0,61.6,7680,25.0
127.9375,127.9375,0.0,251.015625,251.015625,251.015625,251.015625,2048,2046,45.0,45.0,45.0,45.0,0,0.15,75.0,173.49609375,176.8359375,130560,613,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,0,25.0
127.9375,0.0,127.9375,251.015625,250.6640625,250.6640625,250.6640625,2048,2046,45.0,45.0,45.0,45.0,0,0.15,75.0,173.49609375,176.8359375,130560,613,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,2920,24.75
0.0,0.0,127.9375,250.6640625,250.6640625,250.6640625,250.6640625,2048,2046,45.0,45.0,45.0,45.0,0,0.15,75.0,173.49609375,176.8359375,130560,613,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,0,24.5
0.0625,127.9375,127.875,250.6640625,250.6640625,250.6640625,251.015625,2048,2046,45.0,45.0,45.0,45.0,0,0.15,75.0,173.671875,176.8359375,130560,613,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,0,24.5
0.0,0.0,0.0,251.015625,251.015625,251.015625,251.015625,2048,2046,45.0,45.0,45.0,45.0,0,0.15,75.0,173.671875,176.8359375,130560,613,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,0,24.25
0.0625,127.875,127.9375,251.015625,251.015625,251.015625,251.015625,2048,2046,45.0,45.0,45.0,45.0,0,0.15,75.0,173.671875,176.8359375,130560,613,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,2920,24.0
127.9375,127.9375,0.0,251.015625,251.015625,251.015625,251.015625,2048,2046,45.0,45.0,45.0,45.0,0,0.15,75.0,173.671875,176.8359375,130560,613,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,0,23.75
127.875,0.0625,0.0,251.015625,251.015625,251.015625,251.015625,2048,2046,45.0,45.0,45.0,45.0,0,0.15,75.0,173.671875,176.8359375,130560,613,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,7680,23.75
127.9375,0.125,0.0,251.3671875,251.3671875,251.3671875,251.3671875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,75.0,173.671875,176.8359375,130560,613,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,0,23.5
0.0,0.0625,0.0,251.3671875,251.3671875,251.3671875,251.71875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,75.5,173.671875,176.8359375,130560,613,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,2920,23.5
127.875,0.0,0.0625,251.3671875,251.3671875,251.3671875,251.3671875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,75.5,173.671875,176.8359375,130560,613,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,0,23.25
0.0,127.9375,0.0,251.3671875,251.3671875,251.3671875,251.3671875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,75.5,173.671875,176.8359375,130560,613,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,0,23.25
0.0,0.0625,0.0,251.3671875,251.3671875,251.3671875,251.3671875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,75.5,173.671875,176.8359375,130560,613,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,0,23.0
0.0,0.0,127.875,251.3671875,251.3671875,251.3671875,251.3671875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,75.5,173.671875,176.8359375,130560,613,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,2920,23.0
127.9375,127.9375,127.9375,251.3671875,251.3671875,251.3671875,251.015625,2048,2046,45.0,45.0,45.0,45.0,0,0.15,75.5,173.671875,176.8359375,130560,613,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,0,22.75
127.9375,127.9375,0.0,251.015625,251.015625,251.015625,251.015625,2048,2046,45.0,45.0,45.0,45.0,0,0.15,76.0,173.671875,176.8359375,130560,613,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,7680,22.75
0.0,0.0,127.9375,251.015625,250.6640625,250.6640625,251.015625,2048,2046,45.0,45.0,45.0,45.0,0,0.15,76.5,173.671875,176.8359375,130560,613,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,0,22.5
0.0,0.0,0.0625,251.015625,251.015625,251.015625,251.015625,2048,2046,45.0,45.0,45.0,45.0,0,0.15,77.0,173.671875,176.8359375,130560,613,0,0,0,0.0,41.484375,114.2578125,114.609375,149.0,149.0,61.6,2920,22.5
127.9375,0.0,0.0625,251.015625,251.015625,251.015625,251.015625,2048,2046,45.0,45.0,45.0,45.0,0,0.15,77.5,173.671875,176.8359375,130560,613,0,0,0,63.75,41.484375,114.2578125,114.609375,149.0,149.0,61.6,0,22.5
0.0625,127.9375,0.0625,251.015625,251.015625,251.015625,251.015625,2048,2046,45.0,45.0,45.0,45.0,0,0.15,78.0,173.671875,176.8359375,130560,613,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,0,22.25
127.9375,0.0,0.0,251.015625,251.015625,251.015625,251.015625,2048,2046,45.0,45.0,45.0,45.0,0,0.15,78.5,173.671875,176.8359375,130560,613,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,0,22.25
0.0625,0.0,0.0,251.015625,251.015625,251.015625,251.015625,2048,2046,45.0,45.0,45.0,45.0,0,0.15,79.0,173.671875,176.8359375,130560,612,0,0,0,63.75,41.484375,114.2578125,114.609375,149.0,149.0,61.6,2920,22.0
0.0625,127.8125,127.9375,251.015625,251.015625,251.015625,251.015625,2048,2046,45.0,45.0,45.0,45.0,0,0.15,79.5,173.671875,176.8359375,130560,613,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,8590,22.0
0.0625,127.8125,127.875,251.015625,251.015625,251.015625,251.015625,2048,2046,45.0,45.0,45.0,45.0,0,0.15,80.5,173.49609375,176.8359375,130560,612,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,0,22.0
0.0,127.875,127.9375,251.015625,251.015625,251.015625,251.015625,2048,2046,45.0,45.0,45.0,45.0,0,0.15,81.0,173.49609375,176.8359375,130560,613,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,0,22.0
0.0,127.875,127.875,251.015625,251.015625,251.015625,251.015625,2048,2046,45.0,45.0,45.0,45.0,0,0.15,82.0,173.49609375,176.8359375,130560,613,0,0,0,63.75,41.484375,114.2578125,114.609375,149.0,149.0,61.6,2920,22.0
0.0,0.0625,0.0625,251.3671875,251.3671875,251.3671875,251.3671875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,82.5,173.49609375,176.8359375,130560,612,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,2590,22.0
0.125,127.9375,127.9375,251.3671875,251.3671875,251.3671875,251.3671875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,83.0,173.49609375,176.8359375,130560,612,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,7680,22.0
0.0625,127.8125,127.875,251.71875,251.71875,251.71875,251.71875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,83.5,173.49609375,176.8359375,130560,612,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,0,22.0
127.9375,127.875,127.8125,251.71875,251.71875,251.71875,251.71875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,84.0,173.3203125,176.8359375,130560,613,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,2920,22.0
127.9375,0.0625,0.0625,251.71875,251.71875,251.71875,251.71875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,84.5,173.49609375,176.8359375,130560,613,0,0,0,0.0,41.484375,114.2578125,114.609375,149.0,149.0,61.6,0,22.0
127.9375,0.0625,0.0625,251.71875,251.71875,251.71875,251.71875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,85.0,173.3203125,176.8359375,130560,613,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,0,22.0
0.0,127.8125,127.9375,251.71875,251.71875,251.71875,251.71875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,85.5,173.3203125,176.8359375,130560,613,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,0,22.0
127.9375,127.6875,127.6875,251.71875,251.71875,251.71875,251.71875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,85.5,173.3203125,176.8359375,130560,613,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,2920,22.0
127.8125,127.9375,127.875,251.71875,251.71875,251.71875,251.71875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,86.0,173.3203125,176.8359375,130560,613,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,70,22.25
127.8125,0.0625,0.0,251.71875,251.71875,251.71875,251.71875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,86.0,173.3203125,176.8359375,130560,612,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,0,22.25
127.875,0.0,0.0,251.71875,251.71875,251.71875,251.71875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,86.0,173.3203125,176.8359375,130560,612,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,0,22.25
0.0,127.9375,127.9375,251.71875,251.71875,251.71875,251.71875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,86.0,173.3203125,176.8359375,130560,612,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,2920,22.5
127.9375,0.0625,0.0625,251.71875,251.71875,251.71875,251.71875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,86.0,173.3203125,176.8359375,130560,612,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,2540,22.5
0.0,0.125,0.125,251.71875,251.71875,251.71875,252.0703125,2048,2046,45.0,45.0,45.0,45.0,0,0.15,86.0,173.14453125,176.8359375,130560,612,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,0,22.5
0.125,0.0625,0.0625,252.421875,252.421875,252.7734375,253.828125,2048,2046,45.0,45.0,45.0,45.0,0,0.15,86.5,173.14453125,176.8359375,130560,612,0,0,0,63.75,41.484375,114.2578125,114.609375,149.0,149.0,61.6,0,22.5
127.9375,0.0625,0.125,254.1796875,254.8828125,255.5859375,256.9921875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,87.0,173.3203125,176.8359375,130560,612,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,2920,22.75
0.0625,0.0,127.9375,258.046875,259.1015625,260.15625,262.6171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,87.5,173.3203125,176.8359375,130560,612,0,0,0,0.0,41.484375,114.2578125,114.609375,149.0,149.0,61.6,4760,22.75
0.0,0.125,0.0,263.671875,265.078125,266.484375,269.6484375,2048,2046,45.0,45.0,45.0,45.0,0,0.15,88.0,173.3203125,176.8359375,130560,612,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,0,23.0
0.0,0.0,127.9375,271.0546875,272.8125,274.21875,277.734375,2048,2046,45.0,45.0,45.0,45.0,0,0.15,88.0,173.3203125,176.8359375,130560,612,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,0,23.0
127.9375,127.9375,127.875,279.4921875,281.25,283.359375,286.875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,88.5,173.3203125,176.8359375,130560,612,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,2920,23.25
127.875,127.9375,127.9375,288.984375,290.7421875,292.8515625,296.3671875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,88.5,173.671875,176.8359375,130560,612,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,9120,23.25
127.9375,127.9375,0.0,298.4765625,300.234375,302.34375,305.859375,2048,2046,45.0,45.0,45.0,45.0,0,0.15,89.0,174.0234375,176.8359375,130560,612,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,7680,23.5
0.0,127.875,127.9375,307.96875,309.7265625,311.484375,315.0,2048,2046,45.0,45.0,45.0,45.0,0,0.15,89.0,174.19921875,176.8359375,130560,613,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,0,23.5
127.9375,0.0,127.9375,316.7578125,318.515625,319.921875,323.4375,2048,2046,45.0,45.0,45.0,45.0,0,0.15,89.0,174.19921875,176.8359375,130560,613,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,2920,23.75
127.9375,127.9375,0.0,324.84375,326.25,327.65625,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,88.5,174.375,176.8359375,130560,613,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,9120,24.0
127.9375,127.9375,127.9375,331.171875,332.2265625,332.9296875,334.6875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,88.5,174.375,176.8359375,130560,613,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,0,24.0
127.9375,0.0625,0.0,335.390625,335.7421875,336.4453125,337.1484375,2048,2046,45.0,45.0,45.0,45.0,0,0.15,88.5,174.375,176.8359375,130560,613,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,0,24.25
0.0,0.0,0.0,337.5,337.8515625,338.203125,338.5546875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,88.0,174.19921875,176.8359375,130560,613,0,0,0,63.75,41.484375,114.2578125,114.609375,149.0,149.0,61.6,2920,24.25
127.9375,0.0,0.0,338.5546875,338.90625,338.90625,339.2578125,2048,2046,45.0,45.0,45.0,45.0,0,0.15,88.0,174.0234375,176.8359375,130560,613,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,0,24.5
127.9375,0.0,0.0,339.2578125,339.609375,339.609375,339.609375,2048,2046,45.0,45.0,45.0,45.0,0,0.15,87.5,173.84765625,176.8359375,130560,614,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,0,24.5
127.9375,0.0,0.0,339.609375,339.609375,339.9609375,339.9609375,2048,2046,45.0,45.0,45.0,45.0,0,0.15,87.0,174.19921875,176.8359375,130560,614,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,0,24.75
0.0,127.9375,0.0,339.9609375,339.9609375,339.9609375,339.9609375,2048,2046,45.0,45.0,45.0,45.0,0,0.15,86.5,175.4296875,176.8359375,130560,614,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,2920,25.0
0.0,127.9375,0.0,339.9609375,339.9609375,339.9609375,339.9609375,2048,2046,45.0,45.0,45.0,45.0,0,0.15,86.0,174.90234375,176.8359375,130560,615,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,0,25.0
127.9375,127.9375,0.0,339.9609375,339.9609375,339.9609375,339.9609375,2048,2046,45.0,45.0,45.0,45.0,0,0.15,85.5,170.15625,176.66015625,130560,615,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,7680,25.25
0.0,127.9375,0.0,340.3125,340.3125,340.3125,340.6640625,2048,2046,45.0,45.0,45.0,45.0,0,0.15,85.0,173.671875,177.01171875,130560,614,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,0,25.25
0.0,0.0,127.9375,340.6640625,340.6640625,341.015625,341.3671875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,84.5,173.49609375,176.66015625,130560,614,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,2920,25.5
0.0,0.0,0.0,341.3671875,341.71875,341.71875,342.0703125,2048,2045,45.0,45.0,45.0,45.0,0,0.15,84.0,173.14453125,176.484375,130560,615,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,0,25.5
0.0,127.9375,127.9375,342.421875,342.421875,342.421875,342.7734375,2048,2045,45.0,45.0,45.0,45.0,0,0.15,83.5,168.22265625,175.95703125,130560,614,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,0,25.5
0.0,127.9375,0.0,342.7734375,342.7734375,343.125,343.125,2048,2046,45.0,45.0,45.0,45.0,0,0.15,83.0,170.68359375,176.1328125,130560,614,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,0,25.5
0.0,127.9375,127.9375,343.125,343.125,343.125,343.125,2048,2046,45.0,45.0,45.0,45.0,0,0.15,82.5,171.03515625,176.1328125,130560,614,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,2920,25.5
0.0,127.9375,127.9375,343.125,343.125,342.7734375,342.7734375,2048,2046,45.0,45.0,45.0,45.0,0,0.15,82.0,170.15625,176.1328125,130560,614,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,0,25.5
127.9375,127.8125,127.9375,342.7734375,342.421875,342.421875,342.421875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,81.5,168.92578125,176.30859375,130560,614,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,7680,25.5
127.9375,127.875,127.875,342.0703125,342.0703125,342.0703125,342.0703125,2048,2046,45.0,45.0,45.0,45.0,0,0.15,81.0,167.16796875,176.30859375,130560,614,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,0,25.5
127.875,127.9375,127.9375,341.71875,341.71875,341.71875,341.71875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,80.5,171.73828125,177.890625,130560,614,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,2920,25.5
127.9375,127.9375,0.0,341.3671875,341.3671875,341.3671875,341.3671875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,80.0,172.44140625,177.5390625,130560,614,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,0,25.5
127.9375,127.9375,0.0,341.015625,341.015625,341.015625,341.015625,2048,2046,45.0,45.0,45.0,45.0,0,0.15,79.5,171.73828125,177.5390625,130560,614,0,0,0,63.75,41.484375,114.2578125,114.609375,149.0,149.0,61.6,0,25.5
127.9375,0.0,0.0,340.6640625,340.6640625,340.6640625,340.6640625,2048,2046,45.0,45.0,45.0,45.0,0,0.15,79.5,171.73828125,177.5390625,130560,614,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,0,25.5
127.9375,0.0,0.0,340.3125,340.3125,340.3125,340.3125,2048,2046,45.0,45.0,45.0,45.0,0,0.15,79.0,171.73828125,177.5390625,130560,614,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,2920,25.5
127.9375,0.0,127.875,339.9609375,339.9609375,339.9609375,339.9609375,2048,2046,45.0,45.0,45.0,45.0,0,0.15,78.5,171.73828125,177.5390625,130560,614,0,0,0,0.0,41.484375,114.2578125,114.609375,149.0,149.0,61.6,0,25.25
127.9375,0.0,0.0,339.9609375,339.9609375,339.9609375,339.9609375,2048,2046,45.0,45.0,45.0,45.0,0,0.15,78.0,171.73828125,177.5390625,130560,613,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,0,25.25
127.9375,0.0625,0.0625,339.9609375,339.9609375,339.9609375,339.9609375,2048,2046,45.0,45.0,45.0,45.0,0,0.15,77.5,171.73828125,177.71484375,130560,613,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,0,25.25
0.0,127.9375,0.0,339.9609375,339.9609375,339.9609375,339.9609375,2048,2046,45.0,45.0,45.0,45.0,0,0.15,77.0,172.08984375,177.890625,130560,613,0,0,0,0.0,41.484375,114.2578125,114.609375,149.0,149.0,61.6,2920,25.0
0.0,127.9375,0.0,339.9609375,339.609375,339.609375,339.609375,2048,2046,45.0,45.0,45.0,45.0,0,0.15,76.5,171.73828125,177.890625,130560,614,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,0,25.0
0.0,127.9375,0.0,339.609375,339.609375,339.2578125,339.2578125,2048,2046,45.0,45.0,45.0,45.0,0,0.15,76.0,171.73828125,177.890625,130560,614,0,0,0,0.0,41.484375,114.2578125,114.609375,149.0,149.0,61.6,0,25.0
0.0,127.9375,0.0,339.2578125,339.2578125,339.2578125,339.609375,2048,2046,45.0,45.0,45.0,45.0,0,0.15,75.5,172.08984375,177.890625,130560,614,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,0,25.0
0.0,127.9375,127.9375,339.609375,339.9609375,339.9609375,340.3125,2048,2046,45.0,45.0,45.0,45.0,0,0.15,75.0,172.08984375,177.71484375,130560,614,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,2920,25.0
0.0,127.9375,127.9375,340.6640625,341.015625,341.015625,341.3671875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,75.0,173.84765625,177.890625,130560,614,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,0,24.75
127.9375,0.0,0.0,341.71875,341.71875,341.71875,342.0703125,2048,2046,45.0,45.0,45.0,45.0,0,0.15,74.5,172.265625,177.5390625,130560,614,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,0,24.75
127.9375,127.9375,0.0625,342.0703125,342.0703125,342.0703125,342.0703125,2048,2046,45.0,45.0,45.0,45.0,0,0.15,74.0,171.38671875,177.1875,130560,614,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,0,24.5
127.9375,127.9375,0.0,342.421875,342.421875,342.421875,342.421875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,73.5,171.73828125,177.36328125,130560,614,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,2920,24.5
127.9375,0.0,0.0,342.0703125,342.0703125,342.0703125,342.0703125,2048,2046,45.0,45.0,45.0,45.0,0,0.15,73.0,172.265625,177.5390625,130560,613,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,8600,24.5
127.9375,127.9375,127.9375,342.0703125,342.0703125,341.71875,341.71875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,73.0,172.265625,177.71484375,130560,613,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,7680,24.25
127.9375,0.0,0.0,341.71875,341.3671875,341.3671875,341.3671875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,72.5,172.265625,177.5390625,130560,613,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,0,24.25
0.0625,0.0,127.9375,341.015625,341.015625,341.015625,341.015625,2048,2046,45.0,45.0,45.0,45.0,0,0.15,72.5,172.265625,177.5390625,130560,613,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,2920,24.0
0.0625,127.9375,127.9375,340.6640625,340.6640625,340.6640625,340.6640625,2048,2046,45.0,45.0,45.0,45.0,0,0.15,72.5,172.6171875,177.5390625,130560,613,0,0,0,63.75,41.484375,114.2578125,114.609375,149.0,149.0,61.6,2590,24.0
127.9375,0.0,0.0,340.6640625,340.6640625,340.6640625,340.6640625,2048,2046,45.0,45.0,45.0,45.0,0,0.15,72.5,172.6171875,177.36328125,130560,613,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,0,23.75
0.0,127.9375,0.0,340.6640625,340.6640625,340.6640625,340.6640625,2048,2046,45.0,45.0,45.0,45.0,0,0.15,72.5,174.375,177.36328125,130560,613,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,0,23.75
127.9375,127.875,127.875,341.015625,341.015625,341.015625,341.015625,2048,2045,45.0,45.0,45.0,45.0,0,0.15,72.5,173.671875,177.36328125,130560,612,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,2920,23.5
127.875,0.0,127.875,341.015625,341.015625,341.015625,341.015625,2048,2046,45.0,45.0,45.0,45.0,0,0.15,72.5,173.671875,177.36328125,130560,612,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,0,23.5
127.875,0.0625,127.9375,341.015625,341.015625,341.015625,341.015625,2048,2046,45.0,45.0,45.0,45.0,0,0.15,72.5,173.49609375,177.36328125,130560,612,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,7680,23.5
127.9375,0.0,0.0,341.015625,341.015625,341.015625,341.015625,2048,2046,45.0,45.0,45.0,45.0,0,0.15,72.5,173.14453125,177.36328125,130560,612,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,0,23.25
0.0,0.0,0.0625,341.015625,341.015625,341.015625,341.015625,2048,2046,45.0,45.0,45.0,45.0,0,0.15,72.5,174.19921875,177.5390625,130560,612,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,2920,23.25
0.0,127.875,0.0,341.3671875,341.3671875,341.3671875,341.3671875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,72.5,174.19921875,177.36328125,130560,612,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,70,23.0
127.9375,127.875,0.0,341.3671875,341.015625,341.015625,341.015625,2048,2046,45.0,45.0,45.0,45.0,0,0.15,72.5,173.49609375,177.36328125,130560,612,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,0,23.0
0.0,127.9375,0.0,341.015625,341.015625,341.015625,341.015625,2048,2046,45.0,45.0,45.0,45.0,0,0.15,72.5,174.0234375,177.36328125,130560,612,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,0,23.0
0.0,127.9375,127.9375,341.015625,340.6640625,340.6640625,340.6640625,2048,2045,45.0,45.0,45.0,45.0,0,0.15,72.5,173.84765625,177.36328125,130560,612,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,2920,22.75
127.9375,127.9375,0.0,340.6640625,340.6640625,340.6640625,340.6640625,2048,2046,45.0,45.0,45.0,45.0,0,0.15,72.5,173.84765625,177.36328125,130560,611,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,2540,22.75
0.0,0.0,0.0,340.6640625,340.6640625,340.6640625,341.015625,2048,2046,45.0,45.0,45.0,45.0,0,0.15,72.5,173.671875,177.36328125,130560,611,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,7680,22.5
0.0625,0.0,127.9375,341.015625,341.015625,341.015625,341.015625,2048,2046,45.0,45.0,45.0,45.0,0,0.15,72.5,173.671875,177.5390625,130560,611,0,0,0,63.875,41.484375,114.2578125,114.609375,149.0,149.0,61.6,0,22.5
